50,150,250,350,450,550,678,750,850,950
50,0,0,0,0,0,0,0,0,0
50,150,250,388,0,0,0,0,0,0
50,150,266,350,0,0,0,0,0,0
50,150,269,350,450,550,650,0,0,0
50,0,0,0,0,0,0,0,0,0
50,150,250,378,450,550,650,750,850,0
50,150,250,350,450,550,650,750,872,950
50,150,250,350,450,550,650,750,850,960
50,150,271,350,450,550,650,750,0,0
50,0,0,0,0,0,0,0,0,0
50,150,0,0,0,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,350,450,550,650,779,850,950
50,150,250,350,465,550,0,0,0,0
50,181,250,350,450,550,650,0,0,0
50,150,250,350,0,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,350,450,584,650,0,0,0
50,150,250,350,450,587,650,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,385,450,550,650,750,0,0
50,150,250,350,450,550,650,750,0,0
50,150,250,350,450,578,650,750,850,950
50,150,250,0,0,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,371,0,0,0,0,0,0
50,150,250,350,450,550,650,750,850,985
50,150,250,350,450,550,650,750,850,0
50,150,250,0,0,0,0,0,0,0
50,150,250,374,450,550,650,750,850,0
50,0,0,0,0,0,0,0,0,0
50,150,0,0,0,0,0,0,0,0
50,167,250,350,450,550,0,0,0,0
50,150,250,350,450,550,650,750,850,973
50,150,250,350,450,550,650,750,850,0
50,181,250,350,450,550,650,750,850,0
50,150,250,350,0,0,0,0,0,0
50,150,250,361,450,550,650,750,850,0
50,150,250,350,450,550,0,0,0,0
50,183,250,350,450,550,650,750,850,950
50,150,250,350,0,0,0,0,0,0
50,150,250,390,450,550,0,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,350,450,550,660,0,0,0
50,150,250,350,450,550,0,0,0,0
50,150,250,350,450,550,650,750,0,0
50,150,250,350,450,566,650,0,0,0
50,150,250,350,0,0,0,0,0,0
50,150,250,380,450,0,0,0,0,0
50,150,250,384,0,0,0,0,0,0
50,150,250,361,0,0,0,0,0,0
50,150,276,350,450,550,650,0,0,0
50,0,0,0,0,0,0,0,0,0
50,150,250,350,487,550,650,750,850,0
50,150,250,386,450,550,650,0,0,0
50,0,0,0,0,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0
50,150,250,350,450,550,664,750,0,0
50,150,0,0,0,0,0,0,0,0
50,150,250,350,478,550,650,0,0,0
50,150,250,350,450,563,650,750,850,950
50,150,250,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0
50,150,250,376,450,550,0,0,0,0
50,181,250,350,450,550,650,750,0,0
50,150,250,350,450,550,0,0,0,0
50,150,0,0,0,0,0,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,350,450,550,650,787,850,0
50,150,0,0,0,0,0,0,0,0
50,178,250,0,0,0,0,0,0,0
50,150,250,350,450,570,650,750,0,0
50,150,250,360,450,550,650,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,350,460,550,650,750,850,950
50,162,250,350,450,550,650,750,850,950
50,150,250,350,464,550,650,750,850,950
50,0,0,0,0,0,0,0,0,0
50,163,250,350,450,550,650,0,0,0
50,150,250,350,450,550,650,750,882,950
50,0,0,0,0,0,0,0,0,0
50,150,0,0,0,0,0,0,0,0
50,150,250,350,450,567,650,750,850,0
50,167,250,350,450,550,650,750,850,950
50,150,290,350,450,550,650,750,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,350,450,550,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,350,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0
50,150,250,350,0,0,0,0,0,0
50,150,250,350,0,0,0,0,0,0
50,150,281,0,0,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,277,350,450,0,0,0,0,0
50,180,250,350,450,550,0,0,0,0
50,161,250,350,450,550,650,750,850,0
50,150,250,350,450,0,0,0,0,0
50,150,250,387,450,550,650,750,0,0
50,150,250,350,450,550,0,0,0,0
50,150,250,350,450,550,650,750,0,0
50,150,250,350,450,550,650,0,0,0
50,150,250,350,450,550,650,0,0,0
50,150,250,350,0,0,0,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,277,350,450,550,650,0,0,0
50,150,250,350,450,550,683,0,0,0
50,150,274,350,450,550,650,750,850,950
50,150,0,0,0,0,0,0,0,0
50,150,250,0,0,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
50,150,250,350,0,0,0,0,0,0
50,150,250,350,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0
50,150,250,350,450,0,0,0,0,0
